content,rating
"kok hari ini aplikasi jkn ga bisa di klik apa apa ya, tulisan tidak bisa digunakan coba beberapa saat lagi (sudah test pakai wifi / kuota biasa + ud coba pake hape lain sama aja) mau daftar faskes satu hari ini jadi ga bisa.",1
"sering logout sendiri, saat login lemot... capta nya juga lemot banget... layanan pemerintah Indonesia selalu lemot. 👎",1
"Aplikasi pemerintah yang sering error saat akan di gunakan , orang pintar banyak , orang jujur hampir gak ada .",2
"apaan captcha nya gak muncul muncul, apk burik.. pemerintah gak pernah bener kalo bikin aplikasi 🤮🤮🤮",1
"mau tanya kenapa saya pas buka aplikasi mobile jkn susah melihat di aftar persertanya ,padahal anak saya mau berobat sekarang tolong dibaguskan aplikasinya min.",4
"aplikasi yang mempersulit, banyak error dan bug",1
"Tolong system diperbaiki lagi,sering logut sendiri.Logut sendiri gpp asal system cepat. Masalahnya begitu mau masuk loadingnya lama sekali,bisa berjam2,kasihan kalau pasien butuh cepat penanganan",1
aplikasi sering troble. tiba2 keluar terus mau login lagi susah.,1
"mau daftar brobat aja di bikin susah dlu sama apk nya, daftar selalu coba lagi-coba lagi",2
kenapa di captcha nya loading terus sih,5
aplikasi busuk selalu mempersulit penggunanya,1
"eror terus, mau daftar untuk besok. krn Habis operasi. malah susah banget. woy betulin.....jgn cuma dibaca aja",1
banyak problemnya. disaat genting malah error.,2
sangat membantu,4
apk sedikit2 bermasalah eror lah log out sendiri lah captcha gak kelihatan lah,1
"susah buat login, kendala jaringan, padahal kalo ngebuka apk lain yang memerlukan jaringan ya lancar lancar aja tapi pas ngebuka mobile jkn malah mendadak ga bisa",1
udah tahu buat orang miskin udah ada kartu tapi harus guna kan apk kalo gak punya HP percuma punya kartu pemrinta menyusahkan rakyat internet bagus masi gak bisa kalo devolper ny lolo hapus ajaa apk nya,1
mau masuk aplikasi aja susah padahal sinyal bagus,1
aplikasi lemot meskipun sudah pakai sinyal terbagus pun,2
"aplikasi macam apa ini, gampang log out,mana captcha nya muter-muter doang👎🏼",1
kenapa server masih belum di perbaiki sampai sekarang?,1
mo login aja susah team Developer ny kacau,3
"kalau sulit login, tolong jangan auto logout setiap bulan begini dong, aduh",1
"tolong diatasi kembali soal aplikasinya karna suka gangguan jaringan tetapi hanya berlaku di aplikasi nya bukan jaringan pribadi saya, karna dapat merepotkan orng yng berusaha ambil antrian cepat",1
Aplikasi aneh tiba² logout sendiri. giliran mau login password & nik udah bener tetep gak bisa masuk 😹,5
"server sering error, padahal lagi di butuhin cepet berobat jadi nunggu lama,",1
"buruk, system nya buruk sekali, sngt sulit di akses , muter doang",1
"mau cek status BPJS aktif/tidak tpi buat daftar aja gabisa terus, udah dicoba berkali-kali tp ttp gabisa pas selesai verif wajah",1
"apk sering error, tiba tiba keluar sndiri dan harus log in lg, terus sering kali trouble saat ambil antrian. Bisa membuang waktu dan tertinggal ambil antrian untuk rujukan yang urgensi. tolong diperbaiki lagi.",3
capek saya aplikasi ny keseringan error louget sendiri mna saya terkadang lupa sandi,2
selalu gagal saat verifikasi wajah,1
"login cuma di satu hp,sering tiba² logout trs untuk developer tolong diperbaiki lagi",1
"sering susah untuk ambil antrian, tiba-tiba keterangan offline, tolong di perbaiki",1
"beberapa kali khususnya di hari senin, lebih sering trouble,. tolong sistemnya diperbaiki lagi dong",4
"Aplikasinya log out sendiri, sering error ketika login. Masalah banget ini untuk yg urgent ketika dibutuhkan. Ayolah dibenarkan tanpa ada error lagi, masa' sekelas BPJS masih lemot",1
tolong sistem diperbaiki lagi karena setiap hari senin sering trouble,5
"aplikasi cacat dikasi ke masyarakat, mau daftar aja susah x berkali2 coba lagi, scan barcode kode referal aj crash kocak",1
"halah aplikasi nya lemot bet, tiap buka aplikasinya ke log out tapi pas mau relog pasti lama bet nunggunya",1
masih bnyak yg harus di perbaiki,3
"apk pemerintah gak becus semua, gini mau negara maju😂😂",1
lambat tapi pasti.trim ksh.,5
apk bosokkkk tiba tiba log out akun👎👎👎👎👎👎👎,1
sering eror🙈,1
sering eror heran,1
"jaringan bagus, tapi eror mulu gajelas nih apk",1
ga bisa masuk gagal terus,1
"saya buka apk ini buat login di rsi siti hajar sidoarjo gabisa tulisannya jaringan offline pdhl kuota saya itu masih banyak saya buka tiktok dan ig bisa"" aja tuh. apa apk ini yang aneh",1
sangat membantu & bermanfaat,5
"aplikasi banyak trouble, verifikasi captcha slalu gagal, kode tidak bisa diakses, mohon segera diperbaiki.",1
Aplikasi pembunuh yang hampir m4ti. Semua di persulit.,1
"kenapa sih harus logout sendiri, setiap mau pakai aplikasi nya pasti sitem nya begitu terus, harus login lagi dan lagi",3
"sumpah aneh aplikasi sering eror, ,mana lg sakit malah tambah sakit mikirin aplikasi aneh",1
apakah aplikasi jkn bs di dowload di komputer,4
"Habis pembaruan aplikasi harus login ulang,tapi dari tadi captcha nya mutar mutar terus. Mau masuk aplikasi dan daftar berobat jadi ga bisa.",1
apk bikin ribet. tolong di perbaiki lagi sitem nya!!!,1
"login susah, sekali sudah login malah log out sendiri",1
"log out terus,jamer tolong di perbaiki",1
mau login juga susah parah kode captcha nya gak keluar,1
di bikin ribet ama nih aplikasi louding mulu mana kudu daftar lwt sini..tolong kita jangan di ribetin,1
bagus,4
"Aplikasi nasional tp sangat gak layak. Banyak sekali kendalanya. Mau minta OTP salah satu yang paling parah. Prosesnya lamaaaaa banget. saya dah coba berkali-kali gak pernah berhasil. Malu dong sampe banyak orang yang bikin video tutorial di youtube. Nggak 1 atau 2 orang yang punya problem sama. Artinya tim IT harus segera berbenah, ini apk sangat gak user friendly. Apalagi ini di bidang kesehatan, harus serba cepat. Jangan merugikan kami yang mau berobat.",1
Kenapa sekarang JKN Mobile jelek banget ya. Suka logout sendiri dan giliran udah di login ke logout sendiri juga Dan mencoba untuk sekali lagi login malah mempersulit. Ini saya mau berobat loh ke napa JKN nya jadi jelek banget gini sih. Saya udah pakai JKN ini udah lebih dari setahun loh knp sekarang malah gini sih....,1
gimana sih berobat harus daftar online trus layani dong tanpa online jga blum tentu saya punya kuota tiap mau berobat.. sekalinya mau daftar aplikasinya loading trus,3
Capca slalu gamuncul trus muncul ofline terus aneh pusing,1
"Apaan sih sering log out dengan sendirinya, pas mau masuk lagi malah capchanya gak muncul muncul. lebih cepat siput keliling rumah gua dari pada capchanya muncul.",1
"sangat ribet dan menyusahkan kalo urgent dan buru buru ini sangat lambat, untuk daftar ke apk nya loading terus padahal sinyal sudah di atas 50mbps banyak gangguan captcha nya g muncul,otp nya ga ada, verifikasi muka sulit, sistem eror mulu suruh coba lagi, pendaftaran sulit dan tidak ramah untuk pengguna baru , Cust Service tidak ada respon sama sekali gimana ini udah wajib online tapi g ada persiapan dan server masih sering down",1
"Pas login captcha ga keluar, sering loguot sendiri",1
"sering log out sendiri, captcha muncul nya lama, sering error, coba dong di perbaiki, kita yang mau berobat jadi susah!!",1
"Mau login gak bisa gara"" captcha nya mutar terus, apk cacat",1
jelek aplikasi jelek apa2 keluar Mulu!!! bikin susah buat kontrollll,4
"kenapa jadi susah masuk sih, cari teknisi berpengalaman",1
sangat membatu,5
"Bener bngt sering logout sendiri,login lg susah, balasannya cma maaf, perbaiki dong sistemnya,mending vermuk aja, Indonesia blm siap online kah,msh ribet aja",3
"tiap mau ambil antrean pasti gk tersambung sama server ,aplikasi ta!",1
"Ribet sering trouble padahal sinyal lancar, sudah minta surat rujukan masih sulit untuk antrean lewat jkn",1
"ngelag, susah login, gagal diproses mulu, tolong perbaiki lagi aplikasinya nya",1
sering error,1
"ngelag parah, ga guna",1
"aplikasi Ampass, error terus gabisa login, tim IT nya kemana??",1
tiap awal bulan kenapa selalu trobel sih. niat buat aplikasi tidak? orang mau ambil antrian mengunakan gak bisa gimana? punya IT bisa kerja tidak? buat aplikasi kok selalu troble terus.,1
tiba2 ke logout. udah loading lamaaaaa . Gni kok harus daftr via aplikasi . ribettt. percuma klo msh antri lama,1
aplikasi urusan nyawa orang kok sering eror bgni. haduuhhhh haduh. parah bangt ini. eror kok tiap hari,1
dipersulit,1
di update malah gabisa di pakai,1
tolong 🙏🙏🙏🙏🙏 jangan mempersulit saya untuk login,1
"PERBAIKI SISTEM NETWORKING NYA,MAU BUKA faskes tingkat pertama LAMA ,LOADING , GAGAL ULANGI SEHARIAN NIH APLIKASI KAYA GINI",1
"ambil antrean pake aplikasi, trus antri lg d rmah sakit, antri sana antri sini, shrusnya tinggal mnunjukan nomor antrian trus dpanggil. n anehnya ktika sdah mnghadap e akun terkeluar dri aplikasi, susah u log in lagi",1
"aplikasi pemerintah loh ini,ko kaya sampah yaa,login tidak bisa,orang sakit keburu mati kalo gini,mempersulit masyarakat",1
"mohon untuk tim IT untuk meningkatkan kualitas jaringannya, sudah lebih 1 jam tidak dapat login karna jaringan susah untuk apk ini, untuk apk lain lancar"" saja.",3
Captcha gak muncul,2
"tolong untuk tim pengembang aplikasinya di urus, masa internet kenceng aplikasinya gk bisa di akses, error terus",4
gak bisa daftar,1
"Gimana ini mau login ga bisa, captha Error tidak mau generate udah dicoba 5 hp sama aja",1
tolong diperbaiki. saya barusan daftar berobat kepuskesmas menggunakan app ini tapi malah keluar sendiri. pada saat masuk di suruh login lagi. dan katanya saya telah menggunakan device lain. maksudnya apa coba,3
ribed.. aplikasi ini aneh.. sedang dipakai tiba tiba disuruh login lagi..mau masuk loading melulu.. dana untuk jln bulan kaleng kaleng looh.. masa utk aplikasi yang digunakan seluruh rakyat indonesia kalah ama aplikasi yang ecek ecek,2
online nyusahin,1
"selalu lougout otomatis, susah masuk nya lagi",1
"pas daftar malah eror ga bisa berkali kali malah ada ""permintaan anda belum dapat di proses mohon maaf atas ketidak nyamanan nya"" itu udah berkali kali trus nelpon 165 katanya coba aja terus udah di coba terus menerus masih ga bisa trus mau screenshot bukti eror ny malah halaman nya ga bisa di screenshot tolong lah gma ini !!!",1
mau daftar dibagian captcha muter-muter doang gak muncul,1
Setiap mau di pake selalu ada server trouble yang bikin ga bisa dipake aplikasinya,1
"susah akses, please pemerintah terkait atasi kekurangan ini, memperlambat segala proses",1
APLIKASI GAJELAS... CAPCTHA GAK BISA LOADING TERUS PADAHAL PAKE WIFI .PAKE DATA INTERNET JUGA GAK BISA.,1
"lahh...ini gimana sich..sering banget error....harusnya klo belom siap,jangan dibikin aplikasinya...sering banget error..",1
gangguan terus setiap gangguan log ut sendri terus masuknya susah,1
"logout terus, baru masuk keluar aplikasi langsung k logout",1
"captcha lola ga muncul muncul, padahal sinyal full",1
"Tiap Update = auto Logout, mending kalo captchanya cepet. Ini bisa 30 menit muter² doang...",2
"setiap buka apk selalu diminta log in kembali, ribet",1
"wajib daftar TPI aplikasinya aj cacat bgni aplikasi prototipe di pake, mau daftar Regis aja susah bgt",1
"LAWAK, MAINTANCE SAAT JAM KERJA",1
"sulit untuk login lagi,gagal tetus,padahal no.nik pasword udah benar,tolong di perbaiki lagi sistem nya,secara ini aplikasi yg berhubungan dengan rumah sakit atau puskesmas,klw aplikasi nya jelek gni,kan kita juga yg rugi kerna waktu dan ribet.",1
"woi bisa bikin Apk gak sih? knp sering log out sendiri, mana kalau masuk kyknya harus pake Starlink biar bisa login, jaringannya gak stabil. gini amat kerjaan kalian.",1
ayo dong ini kan aplikasi tentang kesehatan lebih di perbaiki lagi lah,1
"selalu logout setelah update dan masalah captcha gk muncul""",1
proses login bermasalah terus,1
"Aplikasi yang cukup menjengkelkan. sering logout sendiri, susah konek, lelet. Mumet banget",1
"lemot apkny, diperbaiki lg y (gw kasi bintang lima biar di atas)",5
eror terus ga masuk masuk offline offline..tau lagi darurat,1
"perbaiki, lakukan, jaga!!!!! sering sekali loadingnya lama dan sering terjadi kesalahan.",1
"kenapa aplikasi saya tiba2 logout, dengan pemberitahuan katanya ""anda sedang login di device lain"", padahal saya tidak punya perangkat lain selain ini, atau jangan2 data saya di bobol makanya tiap saya login kembali selalu muncul pemberitahuan seperti itu. tolong ini bagaimana solusinya",3
mau kontrol harus cek in mobile jkn...apk nya offline,1
login doang sering error,1
ini knp aplikasi gk bisa di buka2 kode chapca nya juga cuma muter2 aja tolong tim IT nya segera di venerin karena merugikan bnyak org kalau eror sebentar aja!!!!,4
selalu logout gak jelas,1
"mau daftar aja susahnya minta ampun tidak dapat memproses data, gimana ini mau daftar aja di persulit",1
ga bisa login keluar terus dari aplikasi koneksi internet sudah bagus,1
buat login lagi susah,3
"troble, update lagi logout lagi yaaasallaammm.",5
"aplikasi pemerintah yang payah. 1 nomor ponsel tidak bisa digunakan untuk lebih dari 1 orang. bayangkan 1 rumah tangga terdiri dari 4 anggoya, 2 orang anak belum punya ponsel, lantas bagaimana?",1
"jujur kecewa melihat kendala aplikasi akhir-akhir ini. dimulai saat entah kenapa harus login kembali, kode captcha yg lama bahkan sampai kosong dan pendaftaran antrian yg entah gimana harus menghubungi ulang. padahal untuk aplikasi lain lancar jaya. tolong pemerintah maksimalkan kinerja aplikasinya demi kenyamanan pengguna. awalnya saya kira sekali dua kali tapi ini malah berkali-kali. MOHON PERHATIAN UNTUK MEMPERBAIKI KINERJA APLIKASINYA. TERIMAKASIH.",1
"aplikasinya lelet udah berkali"" tolong segera diperbaiki.",1
"ribet, sulit daftar, log in, dll",1
aplikasi buruuuuk! mau dipake buat check in berobat gak bisa! sekalinya bisa log in gak bisa buka data antrean setelah itu tiba2 logout sendiri dan gak bisa log in lagi!,1
eror terus,1
"aplikasi bego, log out sendiri Mulu, giliran login susah,,, ketauan masalah kesehatan penting,,, buruk pelayan buat masyarakat",1
aplikasi sering tiba² error padahal lg mepet² nya waktu😑,2
lagi sangat di butuhkankan malah offline/ gangguan,1
percuma pakai aplikasi tp sistem rusak terus.. Aplikasi plat merah memang SAMPAH,1
yang di pakai server gratisan kah ??? lemot parahhhh yang paling ngeselin sering log out sendiri,1
Apl taik...sll trouble sorry ini knyataannya captcha aj susah munculnya udh pake bbrp Hp ttp aj,1
"mau berobat ngak bisa pakai kartu BPJS mesti lewat apps M-JKN, Appsnya error ngak bisa berobat. apps tolol kebijakan tolol",1
gak bisa login,1
"kenapa selalu log out sih? mau masuk nya lagi aja keluar log ut lagi ganti server lah, mempersulit banget",2
"kenapa ya keluar sendiri,padahal dah login seminggu lalu dah bisa dipake,,sekarang logout",3
aplikasi bolak balik kluar masuk knpa sih,4
"mohon di perbaiki lagi sistem nyaa, banyak bgt troubel masa tiba tiba ga bisa login ke mobile jkn🥲",2
burik x ah servernya minta ampun,1
"aplikasi gajelas, gausah bikin kalo gabisa",1
tlg dg JKN diperbaiki pelayanannya kalo lgi di butuhkan pasti eror. dan sering banget eror,1
"makin kesini bukan makin bagus malah makin ga jelas apk , tiba tiba logout suruh login ulang pas login luar biasa loading nya . kacau",1
disaat urgent mau daftar antrian gak bisa.ngelag parah. ampun lah,2
"kenapa aplikasi sekarang sering minta update dan setiap kali selesai update minta nik lagi, jadi ribet ya bolak balik isi NIK",3
aplikasi paling lelet tak berguna,1
tidak relevan karena habis batalin mau daftar online lagi udah nga bisa aplikasi jelek,1
"aplikasi sampah, perbaiki dulu apk lu kocak, jaringan gw ada, paket gw banyak, setiap login harus Captcha dulu, itupun pending nya minta ampun lama bgtt padahal jaringan ny bagus, udh pake wifi tetep aja gitu, benerin dulu bener"" baru publish dongo",1
"mohon maaf setelah diupgrade selalu log out terus, sudah online tapi ditulisan selalu ada keterangan offline.tolong diperbaiki lebih baik.. aplikasi ini sangat dibutuhkan saat kontrol/mau periksa kalau tiba-tiba logout jadi tidak nyaman dan bikin lamaa",1
aplikasimurahan bukan nya memeprmudah malah bikin susah.. tolong di perbaiki,1
ini kenpa sih mJKn,2
"mau login susah bgt, captchanya loading terus",1
aplikasi sering tidak stabil. tidak bisa login. jadi susah buat ngecek,1
"captcha di hapus dlu, udah login susah pke capycha gk kluar2 bkin emosi.",1
mau di pake malah ganguan yang bener niat ga bikin aplikasi sih,1
"Ga bisa Log in pdahal Signal dan jaringan penuh. Hari2 biasa bisa log in,Pas mau ambil antrian,suruh log in . Pas Log in,Ga bsa masuk2.",1
kenapA tidak bisa dibuka sich,1
Sering trouble,1
"ini aplikasi super ribet.. ada pembaruan tampilan tapi malah logout, coba login disuruh masukin kode otp, bayar lagi beli pulsa, kenapa ga masing² akun nomor hp utk kode otp nya beda²/masing² deh dan gausah bayar pake pulsa, pake WA aja biar cepet, gausah di 1 keluarga cuma 1 nomor/email yg terdaftar, sungguh ribet sekali. dan tampilan UI tiba² ada CS yg overlay mengganggu, mana defaultnya pojok kanan atas, saya kira untuk edit profile tau² CS, ini kalo pake Usability test, gagal ni.",1
"kok tiba² logout, captchanya mutar² terus, padahal mau ambil no antrian",1
"makin susah banget aplikasinya, loading lama apalagi tiap buka waktu sesi habis mau masuk akun lagi gangguan terus",1
"kenapa setiap mau ambil antrian ke RS selalu bermasalah, tolong team IT ditanggapi keluhan setiap pengguna..",5
